TripType,VisitNumber,Weekday,Upc,ScanCount,DepartmentDescription,FinelineNumber
5,19218,Sunday,88309613999,1,BOYS WEAR,6013
5,19218,Sunday,68113129793,1,PHARMACY OTC,2153
26,19238,Sunday,7602630672,1,COOK AND DINE,2067
26,19238,Sunday,75680910494,1,BATH AND SHOWER,4903
26,19238,Sunday,7410829405,1,HARDWARE,6410
26,19238,Sunday,7395016637,1,HARDWARE,7706
26,19238,Sunday,66553830688,1,BATH AND SHOWER,2028
26,19238,Sunday,84873700223,1,GROCERY DRY GOODS,4158
8,19250,Sunday,78630609296,1,PETS AND SUPPLIES,30
8,19250,Sunday,7874201710,1,DAIRY,1551
8,19250,Sunday,5000057441,1,PETS AND SUPPLIES,1001
30,19278,Sunday,75481909951,1,MENS WEAR,1727
30,19278,Sunday,75481911980,1,MENS WEAR,1705
30,19278,Sunday,60538801514,1,SHOES,1366
25,19286,Sunday,4393551617,1,MENS WEAR,5107
25,19286,Sunday,7603183820,1,MENS WEAR,5207
7,19294,Sunday,68113106756,3,SERVICE DELI,4010
7,19294,Sunday,7015800385,1,FABRICS AND CRAFTS,2927
7,19294,Sunday,20269800000,2,SERVICE DELI,4042
7,19294,Sunday,20279300000,1,SERVICE DELI,4042
7,19294,Sunday,9107406967,1,ACCESSORIES,920
33,19332,Sunday,5170093369,1,HOUSEHOLD CHEMICALS/SUPP,155
33,19332,Sunday,980012301,2,IMPULSE MERCHANDISE,115
33,19332,Sunday,3700086755,1,HOUSEHOLD CHEMICALS/SUPP,514
33,19332,Sunday,2200000317,1,IMPULSE MERCHANDISE,135
22,19335,Sunday,82961000026,1,ELECTRONICS,4035
22,19335,Sunday,3862211635,1,COMM BREAD,3731
22,19335,Sunday,8583330238,1,PRODUCE,1002
22,19335,Sunday,3890000469,1,GROCERY DRY GOODS,2757
22,19335,Sunday,69922162117,1,COMM BREAD,3729
22,19335,Sunday,60538871461,1,DAIRY,9101
22,19335,Sunday,7423492512,1,GROCERY DRY GOODS,2995
22,19335,Sunday,4093,1,PRODUCE,4008
22,19335,Sunday,4062,1,PRODUCE,8104
22,19335,Sunday,7432309090,1,COMM BREAD,3701
22,19335,Sunday,4800171199,1,GROCERY DRY GOODS,4292
22,19335,Sunday,7874203389,1,GROCERY DRY GOODS,2755
22,19335,Sunday,7874298567,1,BAKERY,3024
22,19335,Sunday,81649301002,1,GROCERY DRY GOODS,2995
22,19335,Sunday,3890003008,2,GROCERY DRY GOODS,2764
22,19335,Sunday,1200001420,3,DSD GROCERY,9214
22,19335,Sunday,4051,1,PRODUCE,5701
39,19343,Sunday,4834100774,1,BEAUTY,3903
39,19343,Sunday,2550000397,1,GROCERY DRY GOODS,3303
39,19343,Sunday,4033850035,1,HOME DECOR,2523
39,19343,Sunday,7874205338,1,FROZEN FOODS,1752
39,19343,Sunday,8520000018,1,"LIQUOR,WINE,BEER",2301
39,19343,Sunday,2200001132,1,"CANDY, TOBACCO, COOKIES",221
39,19343,Sunday,4000049098,1,"CANDY, TOBACCO, COOKIES",72
39,19343,Sunday,66553840565,1,BATH AND SHOWER,1340
39,19343,Sunday,4900000684,1,DSD GROCERY,9537
39,19343,Sunday,71941014011,1,IMPULSE MERCHANDISE,322
39,19343,Sunday,980012301,2,IMPULSE MERCHANDISE,115
39,19343,Sunday,8427998854,1,"LIQUOR,WINE,BEER",2603
39,19343,Sunday,68113104851,1,BEAUTY,5445
7,19370,Sunday,3900008663,5,GROCERY DRY GOODS,2953
7,19370,Sunday,4087,1,PRODUCE,7803
7,19370,Sunday,7874205280,1,PRODUCE,1001
8,19436,Sunday,1708200787,1,IMPULSE MERCHANDISE,601
36,19442,Sunday,2240062190,1,PERSONAL CARE,5510
36,19442,Sunday,81249402360,2,IMPULSE MERCHANDISE,302
36,19442,Sunday,81249402360,-1,IMPULSE MERCHANDISE,302
36,19442,Sunday,2240062478,1,PERSONAL CARE,5220
36,19442,Sunday,87897100000,1,PERSONAL CARE,5230
36,19484,Sunday,66553830714,1,BATH AND SHOWER,2028
36,19484,Sunday,3700072823,1,PERSONAL CARE,202
36,19484,Sunday,1254600193,1,IMPULSE MERCHANDISE,135
36,19484,Sunday,4740015657,1,PERSONAL CARE,1402
36,19484,Sunday,4900002468,1,DSD GROCERY,3042
36,19484,Sunday,68113173188,1,PHARMACY OTC,1532
8,19501,Sunday,3663202760,1,DAIRY,1443
8,19501,Sunday,3338365020,1,PRODUCE,7501
40,19514,Sunday,7874243268,1,FROZEN FOODS,1752
40,19514,Sunday,1111140784,1,PERSONAL CARE,4936
40,19514,Sunday,3400000009,1,IMPULSE MERCHANDISE,145
40,19514,Sunday,78035378403,1,PRODUCE,3601
40,19514,Sunday,5020001535,1,DAIRY,1407
40,19514,Sunday,4470003128,1,PRE PACKED DELI,7554
40,19514,Sunday,4470036035,3,PRE PACKED DELI,7651
40,19514,Sunday,3338320027,1,PRODUCE,3601
40,19514,Sunday,3663202760,1,DAIRY,1443
40,19514,Sunday,22013400000,1,MEAT - FRESH & FROZEN,6185
40,19514,Sunday,31015884030,2,PERSONAL CARE,205
40,19514,Sunday,3500068024,2,PERSONAL CARE,403
40,19514,Sunday,1111101209,1,PERSONAL CARE,4936
40,19514,Sunday,5200032069,1,DSD GROCERY,4606
40,19514,Sunday,4470006357,1,PRE PACKED DELI,7651
40,19514,Sunday,3400000337,1,IMPULSE MERCHANDISE,145
40,19514,Sunday,7874208268,1,PERSONAL CARE,402
40,19514,Sunday,7874208266,1,PERSONAL CARE,402
40,19514,Sunday,76770700223,2,DAIRY,1202
40,19514,Sunday,60538871461,2,DAIRY,9101
40,19514,Sunday,7297900419,1,DSD GROCERY,9519
40,19514,Sunday,22503400000,1,MEAT - FRESH & FROZEN,6465
40,19514,Sunday,7528500827,2,PERSONAL CARE,1417
37,19527,Sunday,1204403884,-1,PERSONAL CARE,60
37,19527,Sunday,4072,1,PRODUCE,4170
37,19527,Sunday,4819,1,PRODUCE,4465
37,19527,Sunday,3151,1,PRODUCE,7801
37,19527,Sunday,4051,1,PRODUCE,5701
37,19527,Sunday,4663,1,PRODUCE,4011
37,19527,Sunday,2840006408,-2,DSD GROCERY,7002
37,19527,Sunday,2840006408,2,DSD GROCERY,7002
37,19527,Sunday,68896200806,1,PRODUCE,7911
37,19527,Sunday,7539100878,1,SEAFOOD,1026
37,19527,Sunday,7874235189,1,DAIRY,1508
37,19527,Sunday,1204403891,-1,PERSONAL CARE,60
37,19527,Sunday,73114973851,1,SEAFOOD,1077
37,19527,Sunday,2500002653,1,DAIRY,1407
37,19527,Sunday,7874206016,1,DAIRY,1406
37,19527,Sunday,3663202851,1,DAIRY,1430
37,19527,Sunday,1204403884,1,PERSONAL CARE,60
37,19527,Sunday,22149200000,1,MEAT - FRESH & FROZEN,6020
37,19527,Sunday,22010700000,2,MEAT - FRESH & FROZEN,6085
37,19527,Sunday,1204403891,1,PERSONAL CARE,60
37,19527,Sunday,73114972478,1,SEAFOOD,1078
37,19527,Sunday,33383400105,1,PRODUCE,6201
37,19527,Sunday,22763000000,1,MEAT - FRESH & FROZEN,1039
37,19527,Sunday,7891504642,1,HOME MANAGEMENT,4200
37,19527,Sunday,1112022630,1,HOME MANAGEMENT,1165
37,19527,Sunday,22616700000,2,MEAT - FRESH & FROZEN,3742
37,19527,Sunday,4235,1,PRODUCE,5580
37,19527,Sunday,60538800144,1,DAIRY,9105
39,19530,Sunday,2840006408,1,DSD GROCERY,7002
39,19530,Sunday,2840008936,1,DSD GROCERY,9267
39,19530,Sunday,3500055100,1,PERSONAL CARE,401
39,19530,Sunday,2840006408,1,DSD GROCERY,7002
39,19530,Sunday,1204403891,1,PERSONAL CARE,60
39,19530,Sunday,1204403884,1,PERSONAL CARE,60
39,19530,Sunday,2840007098,1,DSD GROCERY,9267
39,19530,Sunday,7617152204,3,AUTOMOTIVE,250
36,19535,Sunday,4391779903,1,PERSONAL CARE,4502
36,19535,Sunday,7962507006,1,BEAUTY,5020
36,19535,Sunday,7025750481,1,IMPULSE MERCHANDISE,202
9,19537,Sunday,30234087638,1,PHARMACY OTC,4006
9,19537,Sunday,4138309074,1,DAIRY,1505
9,19537,Sunday,71375787741,1,MEDIA AND GAMING,9603
9,19537,Sunday,73597842413,1,MEDIA AND GAMING,9602
22,19562,Sunday,64541680576,1,CELEBRATION,36
22,19562,Sunday,76594060704,1,FABRICS AND CRAFTS,617
22,19562,Sunday,4900000045,1,DSD GROCERY,9546
22,19562,Sunday,4900000764,1,DSD GROCERY,9546
22,19562,Sunday,84470200579,1,CAMERAS AND SUPPLIES,1800
22,19562,Sunday,2226534724,1,CAMERAS AND SUPPLIES,1820
22,19562,Sunday,7754005373,1,FABRICS AND CRAFTS,1607
39,19575,Sunday,8010000459,1,BEAUTY,2065
39,19575,Sunday,7278510989,1,PHARMACY OTC,3535
39,19575,Sunday,1117969400,1,CELEBRATION,516
39,19575,Sunday,68113181232,1,PHARMACY OTC,3749
999,19579,Sunday,20271800000,-1,SERVICE DELI,4042
8,19602,Sunday,1111126973,1,PERSONAL CARE,3163
8,19602,Sunday,1111137551,1,BEAUTY,4010
8,19602,Sunday,3700067836,1,PERSONAL CARE,203
25,19622,Sunday,4.89E+11,1,MENS WEAR,229
25,19622,Sunday,88602800842,1,MENS WEAR,8131
25,19622,Sunday,1478256142,1,MENS WEAR,8514
25,19622,Sunday,88530637207,1,MENS WEAR,5201
8,19638,Sunday,7033064576,1,IMPULSE MERCHANDISE,202
8,19638,Sunday,4650071813,1,HOUSEHOLD CHEMICALS/SUPP,8599
8,19638,Sunday,3400000007,1,IMPULSE MERCHANDISE,145
39,19653,Sunday,3663202760,1,DAIRY,1443
39,19653,Sunday,4400003213,2,IMPULSE MERCHANDISE,804
39,19653,Sunday,4460030776,1,HOUSEHOLD CHEMICALS/SUPP,1015
39,19653,Sunday,7047043826,1,DAIRY,1345
39,19653,Sunday,4400003111,1,DSD GROCERY,3717
39,19653,Sunday,4400003219,1,DSD GROCERY,3605
39,19653,Sunday,2200000514,1,IMPULSE MERCHANDISE,135
39,19653,Sunday,7153478058,1,INFANT CONSUMABLE HARDLINES,2108
39,19653,Sunday,6827473441,1,DSD GROCERY,2351
39,19653,Sunday,4138309073,2,DAIRY,1505
7,19680,Sunday,6414404306,1,GROCERY DRY GOODS,3005
7,19680,Sunday,5410092502,1,GROCERY DRY GOODS,2953
39,19683,Sunday,68113107445,1,PERSONAL CARE,1403
39,19683,Sunday,7870080237,1,COMM BREAD,3702
39,19683,Sunday,8079380857,1,DSD GROCERY,3004
39,19683,Sunday,7874203253,1,DSD GROCERY,4261
39,19683,Sunday,3760061792,1,MEAT - FRESH & FROZEN,6302
39,19683,Sunday,63084090318,1,PERSONAL CARE,3140
39,19683,Sunday,4180050127,1,GROCERY DRY GOODS,2602
39,19683,Sunday,7261370863,1,HOUSEHOLD CHEMICALS/SUPP,2080
39,19683,Sunday,4300004421,1,DAIRY,1552
39,19683,Sunday,7940044564,1,PERSONAL CARE,4942
39,19683,Sunday,2800089625,2,DAIRY,1506
39,19683,Sunday,5150025594,1,GROCERY DRY GOODS,2500
39,19683,Sunday,4016,1,PRODUCE,1201
32,19703,Sunday,7223900280,2,INFANT CONSUMABLE HARDLINES,1001
7,19709,Monday,7874214098,1,GROCERY DRY GOODS,3559
7,19709,Monday,4119640482,2,GROCERY DRY GOODS,3108
7,19709,Monday,7874211700,1,DAIRY,1404
7,19709,Monday,4223830241,1,IMPULSE MERCHANDISE,125
7,19709,Monday,4470003050,1,PRE PACKED DELI,7554
7,19723,Monday,78616208000,1,DSD GROCERY,3006
7,19723,Monday,78616201000,1,DSD GROCERY,3006
7,19723,Monday,1380044798,1,FROZEN FOODS,1901
8,19768,Monday,9089120265,1,INFANT CONSUMABLE HARDLINES,603
999,19782,Monday,88546810016,-1,SPORTING GOODS,5802
39,19789,Monday,30521231100,1,PERSONAL CARE,9107
39,19789,Monday,2610000575,1,"CANDY, TOBACCO, COOKIES",8012
39,19789,Monday,7940026700,1,PERSONAL CARE,5491
39,19789,Monday,7033062240,1,IMPULSE MERCHANDISE,202
39,19789,Monday,30521238400,1,INFANT CONSUMABLE HARDLINES,2116
999,19796,Monday,4011,-1,PRODUCE,5501
999,19796,Monday,60786911101,-1,COOK AND DINE,445
999,19796,Monday,60786911101,1,COOK AND DINE,445
9,19832,Monday,4683806884,1,ELECTRONICS,4805
3,19959,Monday,68113176761,1,FINANCIAL SERVICES,283
8,19986,Monday,2500000024,1,DAIRY,1346
8,19986,Monday,2840000152,1,IMPULSE MERCHANDISE,804
39,19998,Monday,4127197110,1,FROZEN FOODS,9100
39,19998,Monday,4127197110,3,FROZEN FOODS,9100
8,20008,Monday,67604560284,1,BEAUTY,2130
8,20008,Monday,5.01E+11,1,BEAUTY,2777
8,20008,Monday,3.61E+11,1,BEAUTY,2050
39,20021,Monday,7874206418,1,INFANT CONSUMABLE HARDLINES,704
39,20021,Monday,7874209116,1,GROCERY DRY GOODS,2500
39,20021,Monday,3120000294,1,DSD GROCERY,4672
39,20021,Monday,89899901000,1,DSD GROCERY,3350
39,20021,Monday,7100721362,1,SERVICE DELI,4005
39,20021,Monday,5480003077,1,GROCERY DRY GOODS,3815
40,20054,Monday,30997118591,1,PERSONAL CARE,106
40,20054,Monday,7874208937,1,BAKERY,9801
40,20054,Monday,60308435064,1,PERSONAL CARE,9104
40,20054,Monday,8087804829,2,PERSONAL CARE,9104
40,20054,Monday,3700000340,3,PERSONAL CARE,9108
40,20054,Monday,30149003966,1,PHARMACY OTC,2126
40,20054,Monday,68333321204,1,PERSONAL CARE,9111
40,20054,Monday,2410078887,3,DSD GROCERY,3719
40,20054,Monday,60265217165,1,PHARMACY OTC,543
40,20054,Monday,3700000321,3,PERSONAL CARE,202
40,20054,Monday,3700000340,-1,PERSONAL CARE,9108
40,20054,Monday,7418226929,1,PERSONAL CARE,3185
40,20054,Monday,3908360218,1,LAWN AND GARDEN,2572
40,20054,Monday,3709441136,1,LAWN AND GARDEN,2573
40,20054,Monday,4830790008,1,LAWN AND GARDEN,2632
40,20054,Monday,7050129797,2,IMPULSE MERCHANDISE,323
40,20054,Monday,4400003801,1,DSD GROCERY,3630
40,20054,Monday,4830730006,1,LAWN AND GARDEN,2622
40,20054,Monday,4830730006,2,LAWN AND GARDEN,2622
40,20054,Monday,38137001635,2,PERSONAL CARE,9107
40,20054,Monday,2253214855,3,HORTICULTURE AND ACCESS,625
40,20054,Monday,4110080926,1,PHARMACY OTC,2205
40,20054,Monday,4.89E+11,1,LADIESWEAR,1708
40,20054,Monday,60265217168,2,PHARMACY OTC,543
40,20054,Monday,81655901040,1,PERSONAL CARE,9113
40,20054,Monday,68333321203,2,PERSONAL CARE,9111
8,20061,Monday,7797508972,1,IMPULSE MERCHANDISE,808
8,20061,Monday,4900000044,1,DSD GROCERY,9546
8,20061,Monday,4318001892,1,HARDWARE,8210
15,20086,Monday,83874102642,1,PRODUCE,100
15,20086,Monday,7891709961,1,FABRICS AND CRAFTS,471
15,20086,Monday,4282343302,1,CELEBRATION,6
15,20086,Monday,20554800000,1,SERVICE DELI,8015
15,20086,Monday,72957128444,1,PRODUCE,65
39,20088,Monday,82982600835,1,LADIESWEAR,2665
39,20088,Monday,4175702144,1,SERVICE DELI,3001
39,20088,Monday,64541695330,2,CELEBRATION,9509
39,20088,Monday,4223831221,1,"CANDY, TOBACCO, COOKIES",97
39,20088,Monday,4400003047,1,DSD GROCERY,4002
39,20088,Monday,4000000627,1,IMPULSE MERCHANDISE,115
39,20088,Monday,3010010057,1,DSD GROCERY,3902
39,20088,Monday,4000042431,1,IMPULSE MERCHANDISE,100
39,20088,Monday,2270010322,1,BEAUTY,2255
3,20103,Monday,68113163352,1,FINANCIAL SERVICES,278
3,20103,Monday,68113163353,1,FINANCIAL SERVICES,277
8,20109,Monday,63216911030,1,PERSONAL CARE,6105
6,20121,Monday,7033091146,1,IMPULSE MERCHANDISE,202
8,20141,Monday,1600029860,1,GROCERY DRY GOODS,3554
37,20188,Monday,3283,1,PRODUCE,1262
37,20188,Monday,4312,1,PRODUCE,5703
37,20188,Monday,4408,1,PRODUCE,5855
5,20199,Monday,,1,PHARMACY RX,
5,20199,Monday,,1,PHARMACY RX,
5,20199,Monday,,1,PHARMACY RX,
5,20199,Monday,,1,PHARMACY RX,
7,20208,Monday,6700889204,1,CELEBRATION,105
7,20208,Monday,4132100661,1,GROCERY DRY GOODS,2453
7,20208,Monday,4132100643,1,GROCERY DRY GOODS,2453
8,20220,Monday,7084700430,1,DSD GROCERY,3467
43,20287,Monday,3800093772,1,GROCERY DRY GOODS,3600
43,20287,Monday,8768400101,1,DSD GROCERY,4624
43,20287,Monday,7874235187,1,DAIRY,1508
43,20287,Monday,7518500001,1,COMM BREAD,3725
43,20287,Monday,4138309072,1,DAIRY,1505
43,20287,Monday,7644055175,1,COOK AND DINE,3609
43,20287,Monday,84728001500,1,SPORTING GOODS,8105
43,20287,Monday,71521127137,1,INFANT APPAREL,6013
43,20287,Monday,71521127521,1,INFANT APPAREL,2300
999,20313,Monday,7069390034,-1,HOME MANAGEMENT,8478
8,20348,Monday,7874201184,1,HOUSEHOLD CHEMICALS/SUPP,1025
8,20348,Monday,4460000263,1,HOUSEHOLD CHEMICALS/SUPP,57
8,20348,Monday,2340000655,1,HOUSEHOLD CHEMICALS/SUPP,1555
40,20377,Monday,2370003367,1,FROZEN FOODS,4113
40,20377,Monday,4129440112,2,HOUSEHOLD CHEMICALS/SUPP,55
40,20377,Monday,1920082607,1,HOUSEHOLD CHEMICALS/SUPP,3810
40,20377,Monday,2898997110,2,FROZEN FOODS,2101
40,20377,Monday,1200050405,1,DSD GROCERY,9509
40,20377,Monday,1480021085,1,GROCERY DRY GOODS,2763
40,20377,Monday,1480021092,1,GROCERY DRY GOODS,2763
40,20377,Monday,2898997500,2,FROZEN FOODS,4122
40,20377,Monday,1920087870,1,HOUSEHOLD CHEMICALS/SUPP,3810
40,20377,Monday,1480021084,1,GROCERY DRY GOODS,2763
40,20377,Monday,4900000612,1,DSD GROCERY,9537
40,20377,Monday,4900000684,1,DSD GROCERY,9537
40,20377,Monday,7278206728,1,OFFICE SUPPLIES,4602
40,20377,Monday,2900001870,1,DSD GROCERY,3568
40,20377,Monday,7480601500,4,DSD GROCERY,4623
40,20377,Monday,67852301041,2,GROCERY DRY GOODS,2540
40,20377,Monday,2898956912,2,FROZEN FOODS,2101
40,20377,Monday,69899780931,2,FROZEN FOODS,4106
40,20377,Monday,69899780954,1,FROZEN FOODS,4106
40,20377,Monday,67852307031,1,GROCERY DRY GOODS,2540
40,20377,Monday,69899780750,2,GROCERY DRY GOODS,2510
40,20377,Monday,7874203917,2,GROCERY DRY GOODS,2540
40,20377,Monday,81075701002,3,GROCERY DRY GOODS,2524
8,20398,Monday,4900000977,1,DSD GROCERY,9211
38,20425,Monday,3800027310,1,FROZEN FOODS,2112
38,20425,Monday,7022110302,1,"CANDY, TOBACCO, COOKIES",77
38,20425,Monday,7874235186,1,DAIRY,1508
38,20425,Monday,78035378403,1,PRODUCE,3601
38,20425,Monday,7874235187,1,DAIRY,1508
38,20425,Monday,64541614033,1,CELEBRATION,6
38,20425,Monday,7023015345,1,PETS AND SUPPLIES,1835
29,20444,Monday,2675348263,2,TOYS,1206
29,20444,Monday,88776817420,3,SPORTING GOODS,8394
29,20444,Monday,68934433824,3,SPORTING GOODS,8416
29,20444,Monday,68934434821,1,SPORTING GOODS,8415
29,20444,Monday,88381380620,1,SPORTING GOODS,8008
29,20444,Monday,88381380620,1,SPORTING GOODS,8008
29,20444,Monday,2675384163,2,TOYS,1704
29,20444,Monday,5324229681,1,SPORTING GOODS,6303
29,20444,Monday,3218781110,3,TOYS,1206
29,20444,Monday,4900000977,1,DSD GROCERY,9211
29,20444,Monday,7565692583,1,TOYS,1704
29,20444,Monday,2638844757,2,SPORTING GOODS,8009
29,20444,Monday,2638801001,2,SPORTING GOODS,8392
29,20444,Monday,9221103556,1,TOYS,1201
29,20444,Monday,5324228025,1,SPORTING GOODS,6308
29,20444,Monday,88595457559,1,TOYS,1704
29,20444,Monday,4824291525,2,TOYS,5310
29,20444,Monday,5038600014,1,SPORTING GOODS,8353
37,20453,Monday,4036,1,PRODUCE,2500
37,20453,Monday,3338311000,1,PRODUCE,109
37,20453,Monday,4087,1,PRODUCE,7803
37,20453,Monday,7225000862,1,COMM BREAD,3736
37,20453,Monday,78035378403,1,PRODUCE,3601
37,20453,Monday,4011,2,PRODUCE,5501
37,20453,Monday,7225003706,1,COMM BREAD,3702
37,20453,Monday,3900008669,2,GROCERY DRY GOODS,2953
37,20453,Monday,3082,1,PRODUCE,8400
37,20453,Monday,7224013387,1,PRODUCE,3105
37,20453,Monday,22620700000,3,MEAT - FRESH & FROZEN,1903
8,20469,Monday,5410722101,1,PRODUCE,3108
8,20469,Monday,4011,1,PRODUCE,5501
39,20501,Monday,65876135802,1,MEAT - FRESH & FROZEN,6074
39,20501,Monday,4400088210,1,DSD GROCERY,3870
39,20501,Monday,1800000401,1,DAIRY,1302
39,20501,Monday,4693,1,PRODUCE,4450
39,20501,Monday,7910021704,1,PETS AND SUPPLIES,1943
39,20501,Monday,8201191335,1,DSD GROCERY,3601
39,20501,Monday,4410011853,1,DAIRY,1505
39,20501,Monday,4900003165,1,DSD GROCERY,9205
39,20501,Monday,6731200551,1,DSD GROCERY,2700
39,20501,Monday,1482120125,1,BAKERY,8046
39,20501,Monday,2733100625,1,DAIRY,7962
39,20501,Monday,3760016630,1,SERVICE DELI,4056
39,20501,Monday,3338353010,1,PRODUCE,4110
39,20501,Monday,4087,1,PRODUCE,7803
39,20501,Monday,2190848528,1,DSD GROCERY,3351
5,20546,Monday,7603115050,1,MENS WEAR,5002
5,20546,Monday,,1,PHARMACY RX,
5,20546,Monday,,1,PHARMACY RX,
5,20546,Monday,8327513770,1,JEWELRY AND SUNGLASSES,6416
5,20546,Monday,4393546077,1,MENS WEAR,5462
36,20551,Monday,30299392116,1,BEAUTY,4503
36,20551,Monday,7050106230,1,BEAUTY,4510
36,20551,Monday,4900001916,1,DSD GROCERY,9546
36,20551,Monday,7940055100,1,PERSONAL CARE,53
36,20551,Monday,83997700920,1,BEAUTY,4610
36,20551,Monday,7050101010,1,BEAUTY,8506
36,20551,Monday,1910003109,1,BEAUTY,4650
8,20585,Monday,2840016199,1,IMPULSE MERCHANDISE,808
8,20586,Monday,7874209522,2,DSD GROCERY,3563
8,20586,Monday,20154500000,1,SERVICE DELI,8001
43,20590,Monday,20108700000,1,SERVICE DELI,8014
43,20590,Monday,84410600868,3,OFFICE SUPPLIES,4820
43,20590,Monday,4178900121,1,GROCERY DRY GOODS,3120
43,20590,Monday,73441897576,-1,OFFICE SUPPLIES,4108
43,20590,Monday,73441897576,1,OFFICE SUPPLIES,4108
43,20590,Monday,73441897576,1,OFFICE SUPPLIES,4108
43,20590,Monday,73441897576,1,OFFICE SUPPLIES,4108
7,20598,Monday,20108800000,1,SERVICE DELI,8014
7,20598,Monday,2840016208,1,IMPULSE MERCHANDISE,808
999,20600,Monday,6.92E+11,-1,BOYS WEAR,1501
999,20600,Monday,88295675107,-3,BOYS WEAR,5533
999,20600,Monday,88776812607,-3,SPORTING GOODS,8340
999,20600,Monday,68001382875,-1,BOYS WEAR,5300
999,20600,Monday,88381370641,-1,SPORTING GOODS,8340
999,20637,Monday,20108800000,-1,SERVICE DELI,8014
8,20648,Monday,88878317337,1,ACCESSORIES,613
8,20648,Monday,7874212366,1,INFANT CONSUMABLE HARDLINES,213
7,20654,Monday,20108800000,1,SERVICE DELI,8014
7,20654,Monday,2430086510,1,COMM BREAD,2286
999,20671,Monday,9933894187,-1,LADIESWEAR,1180
999,20671,Monday,87458603436,1,IMPULSE MERCHANDISE,8023
40,20685,Monday,7874208677,1,GROCERY DRY GOODS,2805
40,20685,Monday,9186909431,1,CELEBRATION,787
40,20685,Monday,84873700486,1,GROCERY DRY GOODS,2831
40,20685,Monday,4093,1,PRODUCE,4008
40,20685,Monday,4611,1,PRODUCE,4060
40,20685,Monday,75166647006,1,PRODUCE,7841
40,20685,Monday,84590102116,1,INFANT CONSUMABLE HARDLINES,3167
40,20685,Monday,89604000100,1,DAIRY,7963
40,20685,Monday,3760025570,1,PRE PACKED DELI,2952
40,20685,Monday,73114972419,1,SEAFOOD,1078
40,20685,Monday,2733100023,1,COMM BREAD,3734
40,20685,Monday,1356211105,1,DSD GROCERY,4678
40,20685,Monday,4156522137,1,GROCERY DRY GOODS,1104
40,20685,Monday,84873700238,1,DSD GROCERY,2301
40,20685,Monday,2862112348,1,DAIRY,9114
40,20685,Monday,1570005551,2,GROCERY DRY GOODS,3401
40,20685,Monday,4360000108,1,GROCERY DRY GOODS,2763
40,20685,Monday,4011,1,PRODUCE,5501
40,20685,Monday,7225003712,1,COMM BREAD,3710
40,20685,Monday,7800008340,1,DSD GROCERY,9548
40,20685,Monday,4610000715,1,DAIRY,7953
40,20685,Monday,4114309071,1,DSD GROCERY,4676
40,20685,Monday,3000026872,1,GROCERY DRY GOODS,3556
40,20685,Monday,4114312870,1,DSD GROCERY,4676
40,20685,Monday,7342000005,1,DAIRY,1353
40,20685,Monday,4112907700,1,GROCERY DRY GOODS,2400
40,20685,Monday,5100011551,1,GROCERY DRY GOODS,3122
40,20685,Monday,5410722101,1,PRODUCE,3108
40,20685,Monday,5410722101,-1,PRODUCE,3108
40,20685,Monday,4400003039,1,DSD GROCERY,3713
40,20685,Monday,3940001884,1,GROCERY DRY GOODS,2837
40,20685,Monday,5100011552,1,GROCERY DRY GOODS,3100
40,20685,Monday,5410722101,1,PRODUCE,3108
40,20685,Monday,7418229094,1,PERSONAL CARE,3185
40,20685,Monday,78035378403,1,PRODUCE,3601
40,20685,Monday,2100012382,1,DAIRY,1352
40,20685,Monday,4067,1,PRODUCE,8002
40,20685,Monday,2898997580,1,FROZEN FOODS,1908
40,20685,Monday,20747800000,1,MEAT - FRESH & FROZEN,6353
40,20685,Monday,68113153208,1,PRODUCE,7025
40,20685,Monday,3338370001,1,PRODUCE,8405
40,20685,Monday,1030034895,2,DSD GROCERY,9452
40,20685,Monday,3400000848,3,IMPULSE MERCHANDISE,135
40,20685,Monday,5964200343,1,"CANDY, TOBACCO, COOKIES",94
40,20685,Monday,1204438970,1,PERSONAL CARE,60
40,20685,Monday,7373100291,1,COMM BREAD,3734
40,20685,Monday,7874208818,1,INFANT CONSUMABLE HARDLINES,222
40,20685,Monday,64541695443,1,CELEBRATION,9501
40,20685,Monday,6700895679,1,CELEBRATION,9511
40,20685,Monday,88851067135,1,INFANT APPAREL,6641
40,20685,Monday,8669408884,1,BOYS WEAR,6007
40,20685,Monday,2100005376,1,DAIRY,7955
40,20685,Monday,7225102006,1,GROCERY DRY GOODS,3817
36,20711,Monday,4393551616,1,MENS WEAR,5107
36,20711,Monday,4393551616,-1,MENS WEAR,5107
36,20711,Monday,38151905505,1,PERSONAL CARE,5014
36,20711,Monday,1200001311,1,DSD GROCERY,9205
36,20711,Monday,7940037997,1,PERSONAL CARE,109
36,20711,Monday,4740013071,1,PERSONAL CARE,1406
36,20711,Monday,7418226012,1,PERSONAL CARE,3185
36,20711,Monday,3500074210,1,PERSONAL CARE,202
36,20711,Monday,4740065042,1,PERSONAL CARE,1401
8,20731,Monday,7940040358,1,PERSONAL CARE,1
8,20731,Monday,61126999100,1,DSD GROCERY,3467
8,20745,Monday,7464100285,1,PRODUCE,5940
999,20768,Monday,68113110511,-1,PETS AND SUPPLIES,5830
999,20768,Monday,1280051772,-1,IMPULSE MERCHANDISE,904
8,20785,Monday,4000000110,1,IMPULSE MERCHANDISE,100
8,20785,Monday,4850001777,1,DAIRY,1346
