TripType,DOW,UniqueItems,TotalQty,RtrnQty,NetQty,UniqDepts,OneItemDepts,RtrnDepts
9,Saturday,1,1,0,1,1,1,0
9,Saturday,1,1,0,1,1,1,0
9,Saturday,2,3,0,3,2,2,0
9,Saturday,1,1,0,1,1,1,0
9,Saturday,1,1,0,1,1,1,0
9,Saturday,2,2,0,2,2,2,0
9,Saturday,3,3,0,3,1,0,0
9,Saturday,2,2,0,2,2,2,0
9,Sunday,1,1,0,1,1,1,0
9,Sunday,1,1,0,1,1,1,0
9,Sunday,1,1,0,1,1,1,0
9,Sunday,1,1,0,1,1,1,0
9,Sunday,1,1,0,1,1,1,0
9,Sunday,3,3,0,3,2,1,0
9,Sunday,2,2,0,2,2,2,0
9,Sunday,3,3,0,3,2,1,0
9,Sunday,2,2,0,2,2,2,0
9,Sunday,2,2,0,2,1,0,0
9,Sunday,2,2,0,2,2,2,0
9,Sunday,2,2,0,2,1,0,0
9,Sunday,2,3,0,3,2,2,0
9,Sunday,2,2,0,2,2,2,0
9,Sunday,1,3,0,3,1,1,0
9,Sunday,1,1,0,1,1,1,0
9,Sunday,3,3,0,3,2,1,0
9,Sunday,2,2,0,2,1,0,0
9,Sunday,2,2,0,2,2,2,0
9,Sunday,1,1,0,1,1,1,0
9,Sunday,2,2,0,2,2,2,0
9,Sunday,2,2,0,2,2,2,0
9,Sunday,2,2,0,2,1,0,0
9,Sunday,1,2,0,2,1,1,0
9,Sunday,2,2,0,2,1,0,0
9,Sunday,2,2,0,2,2,2,0
9,Sunday,3,3,0,3,3,3,0
9,Sunday,1,1,0,1,1,1,0
9,Sunday,3,3,0,3,2,1,0
9,Sunday,1,1,0,1,1,1,0
9,Sunday,2,2,0,2,1,0,0
9,Sunday,1,2,0,2,1,1,0
9,Sunday,1,1,0,1,1,1,0
9,Sunday,2,2,0,2,2,2,0
9,Sunday,3,3,0,3,1,0,0
9,Sunday,3,3,0,3,3,3,0
9,Sunday,1,2,1,1,1,1,1
9,Sunday,1,1,0,1,1,1,0
9,Sunday,2,2,0,2,2,2,0
9,Sunday,2,2,0,2,1,0,0
9,Sunday,1,1,0,1,1,1,0
9,Sunday,2,2,0,2,1,0,0
9,Sunday,3,3,0,3,3,3,0
9,Sunday,2,2,1,1,2,2,1
9,Sunday,3,3,0,3,1,0,0
9,Sunday,3,3,0,3,3,3,0
9,Sunday,1,1,0,1,1,1,0
9,Sunday,1,1,0,1,1,1,0
9,Sunday,1,1,0,1,1,1,0
9,Sunday,3,3,0,3,1,0,0
9,Sunday,3,3,0,3,3,3,0
9,Sunday,2,2,0,2,2,2,0
9,Sunday,2,2,0,2,1,0,0
9,Sunday,1,1,0,1,1,1,0
9,Sunday,1,3,2,1,1,1,1
9,Sunday,2,2,0,2,2,2,0
9,Sunday,1,1,0,1,1,1,0
9,Sunday,2,3,0,3,1,0,0
9,Sunday,2,2,0,2,1,0,0
9,Sunday,1,1,0,1,1,1,0
9,Sunday,1,1,0,1,1,1,0
9,Sunday,1,1,0,1,1,1,0
9,Sunday,3,3,0,3,2,1,0
9,Sunday,3,3,0,3,3,3,0
9,Sunday,2,2,0,2,2,2,0
9,Sunday,1,1,0,1,1,1,0
9,Sunday,1,1,0,1,1,1,0
9,Sunday,2,2,0,2,2,2,0
9,Sunday,1,1,0,1,1,1,0
9,Sunday,3,3,0,3,3,3,0
9,Sunday,1,1,0,1,1,1,0
9,Sunday,2,2,0,2,1,0,0
9,Sunday,3,3,0,3,1,0,0
9,Sunday,1,1,0,1,1,1,0
9,Sunday,1,1,0,1,1,1,0
9,Sunday,1,1,0,1,1,1,0
9,Sunday,1,1,0,1,1,1,0
9,Sunday,1,2,0,2,1,1,0
9,Sunday,2,2,0,2,2,2,0
9,Sunday,1,1,0,1,1,1,0
9,Sunday,3,3,0,3,3,3,0
9,Sunday,1,2,1,1,1,1,1
9,Sunday,2,2,0,2,1,0,0
9,Sunday,1,1,0,1,1,1,0
9,Sunday,3,3,1,2,2,1,1
9,Sunday,1,1,0,1,1,1,0
9,Sunday,3,3,0,3,3,3,0
9,Sunday,1,1,0,1,1,1,0
9,Sunday,1,1,0,1,1,1,0
9,Sunday,2,2,0,2,2,2,0
9,Sunday,3,3,0,3,2,1,0
9,Sunday,2,2,0,2,2,2,0
9,Sunday,1,1,0,1,1,1,0
9,Sunday,2,2,0,2,1,0,0
9,Sunday,2,2,0,2,2,2,0
9,Sunday,2,2,0,2,1,0,0
9,Sunday,1,1,0,1,1,1,0
9,Sunday,3,3,0,3,2,1,0
9,Sunday,3,3,0,3,2,1,0
9,Sunday,2,2,0,2,1,0,0
9,Sunday,1,1,0,1,1,1,0
9,Sunday,1,1,0,1,1,1,0
9,Sunday,3,3,0,3,3,3,0
9,Sunday,3,3,0,3,1,0,0
9,Sunday,1,1,0,1,1,1,0
9,Sunday,1,1,0,1,1,1,0
9,Sunday,1,1,0,1,1,1,0
9,Sunday,1,1,0,1,1,1,0
9,Sunday,2,2,0,2,2,2,0
9,Sunday,2,2,0,2,2,2,0
9,Sunday,1,2,0,2,1,1,0
9,Sunday,2,2,0,2,1,0,0
9,Sunday,1,1,0,1,1,1,0
9,Sunday,2,2,0,2,1,0,0
9,Sunday,1,1,0,1,1,1,0
9,Sunday,1,2,0,2,1,1,0
9,Sunday,2,2,0,2,2,2,0
9,Sunday,1,1,0,1,1,1,0
9,Sunday,1,1,0,1,1,1,0
9,Sunday,1,1,0,1,1,1,0
9,Sunday,2,3,0,3,2,2,0
9,Sunday,2,2,0,2,2,2,0
9,Sunday,2,2,0,2,2,2,0
9,Sunday,2,2,0,2,1,0,0
9,Sunday,2,3,0,3,2,2,0
9,Sunday,1,1,0,1,1,1,0
9,Sunday,1,2,0,2,1,1,0
9,Sunday,1,1,0,1,1,1,0
9,Sunday,2,2,0,2,2,2,0
9,Sunday,1,1,0,1,1,1,0
9,Sunday,2,2,0,2,2,2,0
9,Sunday,1,1,0,1,1,1,0
9,Sunday,2,2,0,2,1,0,0
9,Sunday,2,2,0,2,2,2,0
9,Sunday,2,2,0,2,2,2,0
9,Sunday,2,2,0,2,1,0,0
9,Sunday,2,2,0,2,2,2,0
9,Sunday,1,1,0,1,1,1,0
9,Sunday,1,1,0,1,1,1,0
9,Sunday,1,1,0,1,1,1,0
9,Sunday,3,3,0,3,2,1,0
9,Sunday,3,3,1,2,2,1,1
9,Sunday,2,2,0,2,2,2,0
9,Sunday,1,1,0,1,1,1,0
9,Sunday,2,2,0,2,2,2,0
9,Sunday,2,2,0,2,2,2,0
9,Sunday,2,3,0,3,1,0,0
9,Sunday,1,1,0,1,1,1,0
9,Sunday,3,3,0,3,3,3,0
9,Sunday,1,1,0,1,1,1,0
9,Sunday,2,2,0,2,1,0,0
9,Sunday,1,1,0,1,1,1,0
9,Sunday,1,1,0,1,1,1,0
9,Sunday,2,2,0,2,2,2,0
9,Sunday,3,3,0,3,2,1,0
9,Sunday,1,2,0,2,1,1,0
9,Sunday,2,2,0,2,1,0,0
9,Sunday,3,3,0,3,2,1,0
9,Sunday,1,3,0,3,1,1,0
9,Sunday,2,2,0,2,2,2,0
9,Sunday,1,1,0,1,1,1,0
9,Sunday,3,3,0,3,2,1,0
9,Sunday,1,1,0,1,1,1,0
9,Sunday,3,3,0,3,2,1,0
9,Sunday,1,1,0,1,1,1,0
9,Sunday,1,1,0,1,1,1,0
9,Sunday,1,1,0,1,1,1,0
9,Sunday,1,2,0,2,1,1,0
9,Sunday,2,2,0,2,1,0,0
9,Sunday,1,1,0,1,1,1,0
9,Sunday,1,2,0,2,1,1,0
9,Sunday,3,3,0,3,3,3,0
9,Sunday,1,1,0,1,1,1,0
9,Sunday,1,1,0,1,1,1,0
9,Sunday,3,3,0,3,1,0,0
9,Sunday,1,1,0,1,1,1,0
9,Sunday,1,1,0,1,1,1,0
9,Sunday,2,2,0,2,1,0,0
9,Sunday,2,2,0,2,2,2,0
9,Sunday,2,2,0,2,1,0,0
9,Sunday,2,2,0,2,2,2,0
9,Sunday,2,2,0,2,1,0,0
9,Sunday,2,3,0,3,1,0,0
9,Sunday,3,3,0,3,3,3,0
9,Sunday,3,3,0,3,3,3,0
9,Sunday,3,3,0,3,2,1,0
9,Sunday,1,1,0,1,1,1,0
9,Sunday,1,1,0,1,1,1,0
9,Sunday,1,2,0,2,1,1,0
9,Sunday,1,3,0,3,1,1,0
9,Sunday,1,1,0,1,1,1,0
9,Sunday,1,1,0,1,1,1,0
9,Sunday,1,1,0,1,1,1,0
9,Sunday,2,2,0,2,1,0,0
9,Sunday,2,3,0,3,1,0,0
9,Sunday,1,1,0,1,1,1,0
9,Sunday,2,3,1,2,1,0,1
9,Sunday,2,2,0,2,1,0,0
9,Sunday,2,2,0,2,1,0,0
9,Sunday,2,2,0,2,2,2,0
9,Sunday,2,2,0,2,1,0,0
9,Sunday,1,1,0,1,1,1,0
9,Sunday,3,3,0,3,3,3,0
9,Sunday,1,1,0,1,1,1,0
9,Sunday,1,1,0,1,1,1,0
9,Sunday,1,2,0,2,1,1,0
9,Sunday,2,2,0,2,2,2,0
9,Sunday,2,2,0,2,2,2,0
9,Sunday,2,2,0,2,2,2,0
9,Sunday,3,3,0,3,2,1,0
9,Sunday,1,1,0,1,1,1,0
9,Sunday,3,3,1,2,2,1,1
9,Sunday,2,2,0,2,2,2,0
9,Sunday,1,2,0,2,1,1,0
9,Sunday,3,3,0,3,2,1,0
9,Sunday,1,1,0,1,1,1,0
9,Sunday,1,1,0,1,1,1,0
9,Sunday,2,3,0,3,1,0,0
9,Sunday,1,1,0,1,1,1,0
9,Sunday,1,2,0,2,1,1,0
9,Sunday,2,2,0,2,1,0,0
9,Sunday,2,2,0,2,2,2,0
9,Sunday,2,2,0,2,1,0,0
9,Sunday,1,2,1,1,1,1,1
9,Sunday,3,3,0,3,3,3,0
9,Sunday,1,1,0,1,1,1,0
9,Sunday,1,1,0,1,1,1,0
9,Sunday,1,1,0,1,1,1,0
9,Sunday,1,1,0,1,1,1,0
9,Sunday,1,1,0,1,1,1,0
9,Sunday,2,2,0,2,2,2,0
9,Sunday,1,1,0,1,1,1,0
9,Sunday,4,4,2,2,2,0,1
9,Sunday,1,1,0,1,1,1,0
9,Sunday,3,3,0,3,1,0,0
9,Sunday,3,3,0,3,3,3,0
9,Sunday,3,3,0,3,3,3,0
9,Sunday,2,2,0,2,1,0,0
9,Sunday,2,2,0,2,1,0,0
9,Sunday,1,1,0,1,1,1,0
9,Sunday,2,2,0,2,2,2,0
9,Sunday,1,1,0,1,1,1,0
9,Sunday,1,1,0,1,1,1,0
9,Sunday,1,1,0,1,1,1,0
9,Sunday,1,1,0,1,1,1,0
9,Sunday,2,2,0,2,2,2,0
9,Sunday,3,3,0,3,1,0,0
9,Sunday,1,1,0,1,1,1,0
9,Sunday,2,3,1,2,1,0,1
9,Sunday,1,1,0,1,1,1,0
9,Sunday,1,1,0,1,1,1,0
9,Sunday,1,1,0,1,1,1,0
9,Sunday,2,4,0,4,2,2,0
9,Sunday,2,2,0,2,2,2,0
9,Sunday,2,2,0,2,2,2,0
9,Sunday,1,1,0,1,1,1,0
9,Sunday,2,2,0,2,2,2,0
9,Sunday,1,1,0,1,1,1,0
9,Sunday,2,2,0,2,2,2,0
9,Sunday,1,1,0,1,1,1,0
9,Sunday,1,1,0,1,1,1,0
9,Sunday,2,2,0,2,1,0,0
9,Sunday,2,2,0,2,2,2,0
9,Sunday,1,1,0,1,1,1,0
9,Sunday,1,1,0,1,1,1,0
9,Sunday,1,1,0,1,1,1,0
9,Sunday,1,1,0,1,1,1,0
9,Sunday,1,1,0,1,1,1,0
9,Sunday,4,4,0,4,4,4,0
9,Sunday,3,3,0,3,2,1,0
9,Sunday,1,1,0,1,1,1,0
9,Sunday,1,1,0,1,1,1,0
9,Sunday,1,1,0,1,1,1,0
9,Sunday,2,2,0,2,2,2,0
9,Sunday,3,3,0,3,2,1,0
9,Sunday,2,2,0,2,2,2,0
9,Sunday,2,2,0,2,2,2,0
9,Sunday,1,1,0,1,1,1,0
9,Sunday,1,1,0,1,1,1,0
9,Sunday,1,1,0,1,1,1,0
9,Sunday,2,3,0,3,2,2,0
9,Sunday,1,1,0,1,1,1,0
9,Sunday,2,2,0,2,2,2,0
9,Sunday,2,2,0,2,2,2,0
9,Sunday,1,1,0,1,1,1,0
9,Sunday,1,1,0,1,1,1,0
9,Sunday,1,2,1,1,1,1,1
9,Sunday,1,1,0,1,1,1,0
9,Sunday,1,1,0,1,1,1,0
9,Sunday,3,3,1,2,1,0,1
9,Sunday,2,2,0,2,2,2,0
9,Sunday,2,2,0,2,2,2,0
9,Sunday,2,2,0,2,1,0,0
9,Sunday,1,1,0,1,1,1,0
9,Sunday,3,3,0,3,2,1,0
9,Sunday,1,1,0,1,1,1,0
9,Sunday,3,3,0,3,1,0,0
9,Sunday,1,1,0,1,1,1,0
9,Sunday,1,1,0,1,1,1,0
9,Sunday,1,1,0,1,1,1,0
9,Sunday,1,1,0,1,1,1,0
9,Sunday,2,2,0,2,2,2,0
9,Sunday,1,1,0,1,1,1,0
9,Sunday,1,1,0,1,1,1,0
9,Sunday,1,1,0,1,1,1,0
9,Sunday,2,2,0,2,1,0,0
9,Sunday,3,3,0,3,1,0,0
9,Sunday,1,1,0,1,1,1,0
9,Sunday,1,1,0,1,1,1,0
9,Sunday,2,2,0,2,2,2,0
9,Sunday,1,1,0,1,1,1,0
9,Sunday,2,2,0,2,2,2,0
9,Sunday,1,1,0,1,1,1,0
9,Sunday,2,2,0,2,2,2,0
9,Sunday,1,1,0,1,1,1,0
9,Sunday,3,3,0,3,1,0,0
9,Sunday,1,1,0,1,1,1,0
9,Sunday,2,2,0,2,2,2,0
9,Sunday,1,1,0,1,1,1,0
9,Sunday,1,1,0,1,1,1,0
9,Sunday,1,1,0,1,1,1,0
9,Sunday,1,1,0,1,1,1,0
9,Sunday,2,2,0,2,1,0,0
9,Sunday,1,1,0,1,1,1,0
9,Sunday,4,4,0,4,3,2,0
9,Sunday,2,2,1,1,2,2,1
9,Sunday,1,1,0,1,1,1,0
9,Sunday,1,1,0,1,1,1,0
9,Monday,1,1,0,1,1,1,0
9,Monday,1,1,0,1,1,1,0
9,Monday,2,3,0,3,2,2,0
9,Monday,3,3,0,3,1,0,0
9,Monday,1,1,0,1,1,1,0
9,Monday,1,1,0,1,1,1,0
9,Monday,1,1,0,1,1,1,0
9,Monday,1,1,0,1,1,1,0
9,Monday,2,2,0,2,2,2,0
9,Monday,1,1,0,1,1,1,0
9,Monday,2,2,0,2,1,0,0
9,Monday,1,1,0,1,1,1,0
9,Monday,2,2,0,2,2,2,0
9,Monday,2,2,0,2,1,0,0
9,Monday,1,1,0,1,1,1,0
9,Monday,1,1,0,1,1,1,0
9,Monday,2,2,0,2,1,0,0
9,Monday,1,1,0,1,1,1,0
9,Monday,1,1,0,1,1,1,0
9,Monday,1,1,0,1,1,1,0
9,Monday,2,2,0,2,1,0,0
9,Monday,3,3,0,3,2,1,0
9,Monday,1,1,0,1,1,1,0
9,Monday,1,1,0,1,1,1,0
9,Monday,1,1,0,1,1,1,0
9,Monday,2,2,0,2,2,2,0
9,Monday,1,2,0,2,1,1,0
9,Monday,1,2,0,2,1,1,0
9,Monday,2,3,0,3,2,2,0
9,Monday,2,2,0,2,2,2,0
9,Monday,2,2,0,2,2,2,0
9,Monday,1,1,0,1,1,1,0
9,Monday,1,1,0,1,1,1,0
9,Monday,2,2,0,2,1,0,0
9,Monday,2,2,1,1,1,0,1
9,Monday,1,1,0,1,1,1,0
9,Monday,2,2,0,2,2,2,0
9,Monday,1,1,0,1,1,1,0
9,Monday,3,3,0,3,1,0,0
9,Monday,3,3,0,3,3,3,0
9,Monday,1,1,0,1,1,1,0
9,Monday,3,3,0,3,2,1,0
9,Monday,2,2,0,2,2,2,0
9,Monday,1,1,0,1,1,1,0
9,Monday,2,2,0,2,2,2,0
9,Monday,2,2,0,2,2,2,0
9,Monday,1,1,0,1,1,1,0
9,Monday,1,1,0,1,1,1,0
9,Monday,1,1,0,1,1,1,0
9,Monday,1,1,0,1,1,1,0
9,Monday,1,1,0,1,1,1,0
9,Monday,2,2,0,2,2,2,0
9,Monday,2,2,0,2,2,2,0
9,Monday,1,1,0,1,1,1,0
9,Monday,1,1,0,1,1,1,0
9,Monday,1,3,0,3,1,1,0
9,Monday,1,2,0,2,1,1,0
9,Monday,3,3,0,3,1,0,0
9,Monday,1,1,0,1,1,1,0
9,Monday,2,2,0,2,2,2,0
9,Monday,1,1,0,1,1,1,0
9,Monday,3,3,0,3,2,1,0
9,Monday,1,1,0,1,1,1,0
9,Monday,2,2,0,2,2,2,0
9,Monday,3,3,0,3,1,0,0
9,Monday,2,2,0,2,1,0,0
9,Monday,1,1,0,1,1,1,0
9,Monday,2,3,1,2,2,2,1
9,Monday,2,2,0,2,2,2,0
9,Monday,1,1,0,1,1,1,0
9,Monday,1,1,0,1,1,1,0
9,Monday,1,1,0,1,1,1,0
9,Monday,3,3,0,3,3,3,0
9,Monday,1,1,0,1,1,1,0
9,Monday,1,1,0,1,1,1,0
9,Monday,2,2,0,2,2,2,0
9,Monday,1,1,0,1,1,1,0
9,Monday,1,1,0,1,1,1,0
9,Monday,2,2,0,2,2,2,0
9,Monday,1,1,0,1,1,1,0
9,Monday,1,1,0,1,1,1,0
9,Monday,1,1,0,1,1,1,0
9,Monday,1,1,0,1,1,1,0
9,Monday,1,1,0,1,1,1,0
9,Monday,1,1,0,1,1,1,0
9,Monday,3,3,0,3,2,1,0
9,Monday,1,1,0,1,1,1,0
9,Monday,1,1,0,1,1,1,0
9,Monday,1,1,0,1,1,1,0
9,Monday,1,1,0,1,1,1,0
9,Monday,3,3,0,3,2,1,0
9,Monday,1,1,0,1,1,1,0
9,Monday,2,2,0,2,2,2,0
9,Monday,1,2,0,2,1,1,0
9,Monday,1,1,0,1,1,1,0
9,Monday,1,1,0,1,1,1,0
9,Monday,1,1,0,1,1,1,0
9,Monday,1,1,0,1,1,1,0
9,Monday,1,2,0,2,1,1,0
9,Monday,2,2,0,2,2,2,0
9,Monday,2,2,0,2,2,2,0
9,Monday,1,1,0,1,1,1,0
9,Monday,1,1,0,1,1,1,0
9,Monday,1,1,0,1,1,1,0
9,Monday,1,1,0,1,1,1,0
9,Monday,2,2,0,2,2,2,0
9,Monday,3,3,0,3,3,3,0
9,Monday,1,1,0,1,1,1,0
9,Monday,2,2,0,2,2,2,0
9,Monday,1,2,0,2,1,1,0
9,Monday,2,2,0,2,2,2,0
9,Monday,1,1,0,1,1,1,0
9,Monday,1,1,0,1,1,1,0
9,Monday,2,2,0,2,2,2,0
9,Monday,2,2,0,2,2,2,0
9,Monday,2,2,0,2,2,2,0
9,Monday,2,2,0,2,2,2,0
9,Monday,3,3,0,3,2,1,0
9,Monday,1,2,0,2,1,1,0
9,Monday,2,2,0,2,2,2,0
9,Monday,1,1,0,1,1,1,0
9,Monday,1,1,0,1,1,1,0
9,Monday,1,1,0,1,1,1,0
9,Monday,1,1,0,1,1,1,0
9,Monday,1,1,0,1,1,1,0
9,Monday,1,1,0,1,1,1,0
9,Monday,2,2,0,2,2,2,0
9,Monday,1,2,0,2,1,1,0
9,Monday,1,1,0,1,1,1,0
9,Monday,3,3,0,3,1,0,0
9,Monday,2,2,0,2,2,2,0
9,Monday,1,1,0,1,1,1,0
9,Monday,3,3,0,3,2,1,0
9,Monday,1,1,0,1,1,1,0
9,Monday,1,1,0,1,1,1,0
9,Monday,1,1,0,1,1,1,0
9,Monday,3,3,0,3,2,1,0
9,Monday,3,3,0,3,3,3,0
9,Monday,1,1,0,1,1,1,0
9,Monday,1,1,0,1,1,1,0
9,Monday,2,2,0,2,2,2,0
9,Monday,1,1,0,1,1,1,0
9,Monday,3,3,0,3,3,3,0
9,Monday,1,1,0,1,1,1,0
9,Monday,1,1,0,1,1,1,0
9,Monday,3,3,0,3,2,1,0
9,Monday,3,3,0,3,3,3,0
9,Monday,1,1,0,1,1,1,0
9,Monday,2,2,0,2,2,2,0
9,Monday,2,2,0,2,2,2,0
9,Monday,3,3,0,3,2,1,0
9,Monday,1,1,0,1,1,1,0
9,Monday,1,1,0,1,1,1,0
9,Monday,3,3,0,3,2,1,0
9,Monday,1,1,0,1,1,1,0
9,Monday,1,1,0,1,1,1,0
9,Monday,3,3,0,3,3,3,0
9,Monday,2,2,0,2,2,2,0
9,Monday,1,1,0,1,1,1,0
9,Monday,1,1,0,1,1,1,0
9,Monday,1,1,0,1,1,1,0
9,Monday,2,2,0,2,2,2,0
9,Monday,1,1,0,1,1,1,0
9,Monday,1,1,0,1,1,1,0
9,Monday,2,2,0,2,2,2,0
9,Monday,2,2,0,2,2,2,0
9,Monday,1,1,0,1,1,1,0
9,Monday,2,2,0,2,2,2,0
9,Monday,2,2,0,2,1,0,0
9,Monday,1,1,0,1,1,1,0
9,Monday,1,1,0,1,1,1,0
9,Monday,2,3,0,3,2,2,0
9,Monday,2,2,0,2,2,2,0
9,Monday,3,3,0,3,2,1,0
9,Monday,3,4,1,3,2,1,1
9,Monday,1,1,0,1,1,1,0
9,Monday,2,2,0,2,2,2,0
9,Monday,3,3,0,3,2,1,0
9,Monday,1,1,0,1,1,1,0
9,Monday,1,1,0,1,1,1,0
9,Monday,2,3,0,3,1,0,0
9,Monday,1,1,0,1,1,1,0
9,Monday,1,1,0,1,1,1,0
9,Monday,1,1,0,1,1,1,0
9,Monday,1,1,0,1,1,1,0
9,Monday,3,3,0,3,2,1,0
9,Monday,3,4,1,3,3,3,1
9,Monday,1,1,0,1,1,1,0
9,Monday,2,2,0,2,2,2,0
9,Monday,1,1,0,1,1,1,0
9,Monday,1,1,0,1,1,1,0
9,Monday,1,1,0,1,1,1,0
9,Monday,1,1,0,1,1,1,0
9,Monday,1,3,0,3,1,1,0
9,Monday,3,3,0,3,2,1,0
9,Monday,1,1,0,1,1,1,0
9,Monday,2,2,0,2,2,2,0
9,Monday,1,1,0,1,1,1,0
9,Monday,3,3,0,3,2,1,0
9,Monday,1,1,0,1,1,1,0
9,Monday,2,2,0,2,2,2,0
9,Monday,1,1,0,1,1,1,0
9,Monday,3,3,0,3,2,1,0
9,Monday,2,3,0,3,2,2,0
9,Monday,1,1,0,1,1,1,0
9,Monday,1,1,0,1,1,1,0
9,Monday,2,2,0,2,2,2,0
9,Monday,1,2,0,2,1,1,0
9,Monday,3,3,0,3,3,3,0
9,Monday,3,3,0,3,3,3,0
9,Monday,1,1,0,1,1,1,0
9,Monday,2,2,0,2,2,2,0
9,Monday,2,2,0,2,1,0,0
9,Monday,1,1,0,1,1,1,0
9,Monday,2,2,0,2,2,2,0
9,Monday,2,2,0,2,2,2,0
9,Monday,3,3,1,2,2,1,1
9,Monday,1,1,0,1,1,1,0
9,Monday,1,1,0,1,1,1,0
9,Monday,2,2,0,2,2,2,0
9,Monday,1,2,0,2,1,1,0
9,Monday,2,2,0,2,2,2,0
9,Monday,1,1,0,1,1,1,0
9,Monday,3,3,0,3,3,3,0
9,Monday,2,2,0,2,2,2,0
9,Monday,1,1,0,1,1,1,0
9,Monday,2,2,0,2,2,2,0
9,Monday,2,2,0,2,2,2,0
9,Monday,2,2,0,2,1,0,0
9,Monday,3,3,0,3,1,0,0
9,Monday,1,1,0,1,1,1,0
9,Monday,3,5,2,3,2,1,1
9,Monday,2,2,0,2,2,2,0
9,Monday,3,3,0,3,3,3,0
9,Tuesday,1,1,0,1,1,1,0
9,Tuesday,2,2,0,2,1,0,0
9,Tuesday,1,1,0,1,1,1,0
9,Tuesday,2,2,0,2,1,0,0
9,Tuesday,1,1,0,1,1,1,0
9,Tuesday,1,1,0,1,1,1,0
9,Tuesday,2,2,0,2,1,0,0
9,Tuesday,3,3,0,3,2,1,0
9,Tuesday,2,2,0,2,1,0,0
9,Tuesday,3,3,0,3,2,1,0
9,Tuesday,2,3,0,3,2,2,0
9,Tuesday,1,1,0,1,1,1,0
9,Tuesday,2,2,0,2,2,2,0
9,Tuesday,1,1,0,1,1,1,0
9,Tuesday,1,1,0,1,1,1,0
9,Tuesday,2,2,0,2,2,2,0
9,Tuesday,1,1,0,1,1,1,0
9,Tuesday,1,1,0,1,1,1,0
9,Tuesday,2,2,0,2,2,2,0
9,Tuesday,2,2,0,2,2,2,0
9,Tuesday,1,1,0,1,1,1,0
9,Tuesday,1,2,1,1,1,1,1
9,Tuesday,3,3,0,3,1,0,0
9,Tuesday,1,1,0,1,1,1,0
9,Tuesday,1,2,0,2,1,1,0
9,Tuesday,1,1,0,1,1,1,0
9,Tuesday,1,1,0,1,1,1,0
9,Tuesday,1,1,0,1,1,1,0
9,Tuesday,2,2,0,2,2,2,0
9,Tuesday,2,2,0,2,2,2,0
9,Tuesday,1,1,0,1,1,1,0
9,Tuesday,2,2,0,2,1,0,0
9,Tuesday,2,2,0,2,2,2,0
9,Tuesday,1,1,0,1,1,1,0
9,Tuesday,2,2,0,2,1,0,0
9,Tuesday,1,1,0,1,1,1,0
9,Tuesday,2,2,0,2,1,0,0
9,Tuesday,3,3,0,3,3,3,0
9,Tuesday,3,3,0,3,2,1,0
9,Tuesday,2,2,0,2,1,0,0
9,Tuesday,1,1,0,1,1,1,0
9,Tuesday,1,1,0,1,1,1,0
9,Tuesday,2,3,0,3,2,2,0
9,Tuesday,1,1,0,1,1,1,0
9,Tuesday,1,1,0,1,1,1,0
9,Tuesday,1,1,0,1,1,1,0
9,Tuesday,2,2,0,2,2,2,0
9,Tuesday,3,3,0,3,2,1,0
9,Tuesday,1,1,0,1,1,1,0
9,Tuesday,1,2,0,2,1,1,0
9,Tuesday,3,3,0,3,2,1,0
9,Tuesday,1,1,0,1,1,1,0
9,Tuesday,1,2,0,2,1,1,0
9,Tuesday,1,3,0,3,1,1,0
9,Tuesday,1,1,0,1,1,1,0
9,Tuesday,1,1,0,1,1,1,0
9,Tuesday,2,2,0,2,1,0,0
9,Tuesday,2,2,0,2,2,2,0
9,Tuesday,1,1,0,1,1,1,0
9,Tuesday,3,3,0,3,2,1,0
9,Tuesday,1,1,0,1,1,1,0
9,Tuesday,3,3,0,3,2,1,0
9,Tuesday,1,1,0,1,1,1,0
9,Tuesday,1,1,0,1,1,1,0
9,Tuesday,1,1,0,1,1,1,0
9,Tuesday,3,3,0,3,3,3,0
9,Tuesday,1,1,0,1,1,1,0
9,Tuesday,2,2,0,2,1,0,0
9,Tuesday,1,1,0,1,1,1,0
9,Tuesday,2,2,0,2,2,2,0
9,Tuesday,1,1,0,1,1,1,0
9,Tuesday,2,2,0,2,1,0,0
9,Tuesday,2,2,0,2,2,2,0
9,Tuesday,1,1,0,1,1,1,0
9,Tuesday,2,2,0,2,1,0,0
9,Tuesday,1,1,0,1,1,1,0
9,Tuesday,1,1,0,1,1,1,0
9,Tuesday,3,3,0,3,2,1,0
9,Tuesday,2,2,0,2,2,2,0
9,Tuesday,1,2,0,2,1,1,0
9,Tuesday,2,3,0,3,1,0,0
9,Tuesday,3,3,0,3,3,3,0
9,Tuesday,1,1,0,1,1,1,0
9,Tuesday,2,2,0,2,2,2,0
9,Tuesday,1,1,0,1,1,1,0
9,Tuesday,1,1,0,1,1,1,0
9,Tuesday,1,1,0,1,1,1,0
9,Tuesday,2,2,0,2,2,2,0
9,Tuesday,2,2,0,2,1,0,0
9,Tuesday,2,2,0,2,1,0,0
9,Tuesday,1,1,0,1,1,1,0
9,Tuesday,1,2,0,2,1,1,0
9,Tuesday,2,2,0,2,2,2,0
9,Tuesday,1,1,0,1,1,1,0
9,Tuesday,1,1,0,1,1,1,0
9,Tuesday,1,1,0,1,1,1,0
9,Tuesday,1,1,0,1,1,1,0
9,Tuesday,2,2,0,2,2,2,0
9,Tuesday,2,2,0,2,1,0,0
9,Tuesday,2,3,0,3,2,2,0
